Read times,Voltage(V),Current(A),Power (W),,,
717,4.984,0.0302,0.1505168,,,
718,4.984,0.0335,0.166964,,,
719,4.979,0.0335,0.1667965,,,
720,4.979,0.03,0.14937,,,
721,4.984,0.03,0.14952,,,
722,4.984,0.0335,0.166964,,,
723,4.979,0.0335,0.1667965,,,
724,4.979,0.0302,0.1503658,,,
725,4.984,0.0302,0.1505168,,,
726,4.984,0.0335,0.166964,,,
727,4.979,0.0335,0.1667965,,,
728,4.979,0.0302,0.1503658,,,
729,4.985,0.0302,0.150547,,,
730,4.985,0.0349,0.1739765,,,
731,4.979,0.0349,0.1737671,,,
732,4.979,0.03,0.14937,,,
733,4.984,0.03,0.14952,,,
734,4.984,0.0349,0.1739416,,,
735,4.979,0.0349,0.1737671,,,
736,4.979,0.0302,0.1503658,,,
737,4.985,0.0302,0.150547,,,
738,4.985,0.0363,0.1809555,,,
739,4.977,0.0363,0.1806651,,,
740,4.977,0.0294,0.1463238,,,
741,4.984,0.0294,0.1465296,,,
742,4.984,0.0349,0.1739416,,,
743,4.979,0.0349,0.1737671,,,
744,4.979,0.0302,0.1503658,,,
745,4.984,0.0302,0.1505168,,,
746,4.984,0.0347,0.1729448,,,
747,4.979,0.0347,0.1727713,,,
748,4.979,0.03,0.14937,,,
749,4.984,0.03,0.14952,,,
750,4.984,0.0349,0.1739416,,,
751,4.978,0.0349,0.1737322,,,
752,4.978,0.03,0.14934,,,
753,4.984,0.03,0.14952,,,
754,4.984,0.0341,0.1699544,,,
755,4.983,0.0341,0.1699203,,,
756,4.983,0.03,0.14949,,,
757,4.984,0.03,0.14952,,,
758,4.984,0.0341,0.1699544,,,
759,4.983,0.0341,0.1699203,,,
760,4.983,0.0305,0.1519815,,,
761,4.985,0.0305,0.1520425,,,
762,4.985,0.0627,0.3125595,,,
763,4.983,0.0627,0.3124341,,,
764,4.983,0.0302,0.1504866,,,
765,4.985,0.0302,0.150547,,,
766,4.985,0.0631,0.3145535,,,
767,4.983,0.0631,0.3144273,,,
768,4.983,0.0294,0.1465002,,,
769,4.984,0.0294,0.1465296,,,
770,4.984,0.0633,0.3154872,,,
771,4.983,0.0633,0.3154239,,,
772,4.983,0.0294,0.1465002,,,
773,4.984,0.0294,0.1465296,,,
774,4.984,0.0631,0.3144904,,,
775,4.984,0.0631,0.3144904,,,
776,4.984,0.0298,0.1485232,,,
777,4.984,0.0298,0.1485232,,,
778,4.984,0.0635,0.316484,,,
779,4.984,0.0635,0.316484,,,
780,4.984,0.03,0.14952,,,
781,4.983,0.03,0.14949,,,
782,4.983,0.0627,0.3124341,,,
783,4.983,0.0627,0.3124341,,,
784,4.983,0.03,0.14949,,,
785,4.984,0.03,0.14952,,,
786,4.984,0.0633,0.3154872,,,
787,4.984,0.0633,0.3154872,,,
788,4.984,0.03,0.14952,,,
789,4.984,0.03,0.14952,,,
790,4.984,0.0864,0.4306176,,,
791,4.984,0.0864,0.4306176,,,
792,4.984,0.03,0.14952,,,
793,4.984,0.03,0.14952,,,
794,4.984,0.0864,0.4306176,,,
795,4.982,0.0864,0.4304448,,,
796,4.982,0.0302,0.1504564,,,
797,4.984,0.0302,0.1505168,,,
798,4.984,0.0864,0.4306176,,,
799,4.982,0.0864,0.4304448,,,
800,4.982,0.0294,0.1464708,,,
801,4.983,0.0294,0.1465002,,,
802,4.983,0.0866,0.4315278,,,
803,4.984,0.0866,0.4316144,,,
804,4.984,0.0294,0.1465296,,,
805,4.983,0.0294,0.1465002,,,
806,4.983,0.0866,0.4315278,,,
807,4.983,0.0866,0.4315278,,,
808,4.983,0.0298,0.1484934,,,
809,4.983,0.0298,0.1484934,,,
810,4.983,0.0866,0.4315278,,,
811,4.984,0.0866,0.4316144,,,
812,4.984,0.0298,0.1485232,,,
813,4.983,0.0298,0.1484934,,,
814,4.983,0.0858,0.4275414,,,
815,4.984,0.0858,0.4276272,,,
816,4.984,0.0302,0.1505168,,,
817,4.983,0.0302,0.1504866,,,
818,4.983,0.0858,0.4275414,,,
819,4.984,0.0858,0.4276272,,,
820,4.984,0.0302,0.1505168,,,
821,4.982,0.0302,0.1504564,,,
822,4.982,0.086,0.428452,,,
823,4.984,0.086,0.428624,,,
824,4.984,0.03,0.14952,,,
825,4.984,0.03,0.14952,,,
826,4.984,0.0625,0.3115,,,
827,4.984,0.0625,0.3115,,,
828,4.984,0.0302,0.1505168,,,
829,4.984,0.0302,0.1505168,,,
830,4.984,0.0619,0.3085096,,,
831,4.984,0.0619,0.3085096,,,
832,4.984,0.0302,0.1505168,,,
833,4.983,0.0302,0.1504866,,,
834,4.983,0.0615,0.3064545,,,
835,4.982,0.0615,0.306393,,,
836,4.982,0.0294,0.1464708,,,
837,4.981,0.0294,0.1464414,,,
838,4.981,0.0609,0.3033429,,,
839,4.984,0.0609,0.3035256,,,
840,4.984,0.0294,0.1465296,,,
841,4.983,0.0294,0.1465002,,,
842,4.983,0.0607,0.3024681,,,
843,4.984,0.0607,0.3025288,,,
844,4.984,0.0302,0.1505168,,,
845,4.981,0.0302,0.1504262,,,
846,4.981,0.0604,0.3008524,,,
847,4.985,0.0604,0.301094,,,
848,4.985,0.0302,0.150547,,,
849,4.982,0.0302,0.1504564,,,
850,4.982,0.0596,0.2969272,,,
851,4.983,0.0596,0.2969868,,,
852,4.983,0.03,0.14949,,,
853,4.983,0.03,0.14949,,,
854,4.983,0.059,0.293997,,,
855,4.984,0.059,0.294056,,,
856,4.984,0.0302,0.1505168,,,
857,4.984,0.0302,0.1505168,,,
858,4.984,0.0343,0.1709512,,,
859,4.984,0.0343,0.1709512,,,
860,4.984,0.0302,0.1505168,,,
861,4.984,0.0302,0.1505168,,,
862,4.984,0.0345,0.171948,,,
863,4.984,0.0345,0.171948,,,
864,4.984,0.0296,0.1475264,,,
865,4.976,0.0296,0.1472896,,,
866,4.976,0.0343,0.1706768,,,
867,4.984,0.0343,0.1709512,,,
868,4.984,0.0294,0.1465296,,,
869,4.978,0.0294,0.1463532,,,
870,4.978,0.0345,0.171741,,,
871,4.984,0.0345,0.171948,,,
872,4.984,0.0311,0.1550024,,,
873,4.978,0.0311,0.1548158,,,
874,4.978,0.0343,0.1707454,,,
875,4.984,0.0343,0.1709512,,,
876,4.984,0.0339,0.1689576,,,
877,4.978,0.0339,0.1687542,,,
878,4.978,0.0341,0.1697498,,,
879,4.984,0.0341,0.1699544,,,
880,4.984,0.0313,0.1559992,,,
881,4.977,0.0313,0.1557801,,,
882,4.977,0.0339,0.1687203,,,
883,4.984,0.0339,0.1689576,,,
884,4.984,0.0315,0.156996,,,
885,4.977,0.0315,0.1567755,,,
886,4.977,0.0337,0.1677249,,,
887,4.984,0.0337,0.1679608,,,
888,4.984,0.0315,0.156996,,,
889,4.978,0.0315,0.156807,,,
890,4.978,0.0311,0.1548158,,,
891,4.982,0.0311,0.1549402,,,
892,4.982,0.0313,0.1559366,,,
893,4.976,0.0313,0.1557488,,,
894,4.976,0.0312,0.1552512,,,
895,4.984,0.0312,0.1555008,,,
896,4.984,0.031,0.154504,,,
897,4.975,0.031,0.154225,,,
898,4.975,0.0313,0.1557175,,,
899,4.983,0.0313,0.1559679,,,
900,4.983,0.0311,0.1549713,,,
901,4.973,0.0311,0.1546603,,,
902,4.973,0.031,0.154163,,,
903,4.983,0.031,0.154473,,,
904,4.983,0.0327,0.1629441,,,
905,4.975,0.0327,0.1626825,,,
906,4.975,0.0309,0.1537275,,,
907,4.984,0.0309,0.1540056,,,
908,4.984,0.0347,0.1729448,,,
909,4.973,0.0347,0.1725631,,,
910,4.973,0.0309,0.1536657,,,
911,4.984,0.0309,0.1540056,,,
912,4.984,0.0345,0.171948,,,
913,4.975,0.0345,0.1716375,,,
914,4.975,0.0302,0.150245,,,
915,4.983,0.0302,0.1504866,,,
916,4.983,0.0345,0.1719135,,,
917,4.974,0.0345,0.171603,,,
918,4.974,0.0303,0.1507122,,,
919,4.983,0.0303,0.1509849,,,
920,4.983,0.0347,0.1729101,,,
921,4.975,0.0347,0.1726325,,,
922,4.975,0.03,0.14925,,,
923,4.983,0.03,0.14949,,,
924,4.983,0.0347,0.1729101,,,
925,4.975,0.0347,0.1726325,,,
926,4.975,0.0307,0.1527325,,,
927,4.983,0.0307,0.1529781,,,
928,4.983,0.0339,0.1689237,,,
929,4.979,0.0339,0.1687881,,,
930,4.979,0.03,0.14937,,,
931,4.982,0.03,0.14946,,,
932,4.982,0.0339,0.1688898,,,
933,4.979,0.0339,0.1687881,,,
934,4.979,0.03,0.14937,,,
935,4.984,0.03,0.14952,,,
936,4.984,0.0369,0.1839096,,,
937,4.979,0.0369,0.1837251,,,
938,4.979,0.03,0.14937,,,
939,4.984,0.03,0.14952,,,
940,4.984,0.0371,0.1849064,,,
941,4.979,0.0371,0.1847209,,,
942,4.979,0.03,0.14937,,,
943,4.984,0.03,0.14952,,,
944,4.984,0.0375,0.1869,,,
945,4.979,0.0375,0.1867125,,,
946,4.979,0.0294,0.1463826,,,
947,4.983,0.0294,0.1465002,,,
948,4.983,0.0379,0.1888557,,,
949,4.979,0.0379,0.1887041,,,
950,4.979,0.0294,0.1463826,,,
951,4.984,0.0294,0.1465296,,,
952,4.984,0.0379,0.1888936,,,
953,4.98,0.0379,0.188742,,,
954,4.98,0.03,0.1494,,,
955,4.983,0.03,0.14949,,,
956,4.983,0.0379,0.1888557,,,
957,4.98,0.0379,0.188742,,,
958,4.98,0.03,0.1494,,,
959,4.983,0.03,0.14949,,,
960,4.983,0.0373,0.1858659,,,
961,4.983,0.0373,0.1858659,,,
962,4.983,0.0302,0.1504866,,,
963,4.983,0.0302,0.1504866,,,
964,4.983,0.0377,0.1878591,,,
965,4.983,0.0377,0.1878591,,,
966,4.983,0.0302,0.1504866,,,
967,4.983,0.0302,0.1504866,,,
968,4.983,0.0379,0.1888557,,,
969,4.983,0.0379,0.1888557,,,
970,4.983,0.0305,0.1519815,,,
971,4.984,0.0305,0.152012,,,
972,4.984,0.071,0.353864,,,
973,4.982,0.071,0.353722,,,
974,4.982,0.0302,0.1504564,,,
975,4.984,0.0302,0.1505168,,,
976,4.984,0.0714,0.3558576,,,
977,4.983,0.0714,0.3557862,,,
978,4.983,0.0294,0.1465002,,,
979,4.983,0.0294,0.1465002,,,
980,4.983,0.0716,0.3567828,,,
981,4.983,0.0716,0.3567828,,,
982,4.983,0.0294,0.1465002,,,
983,4.983,0.0294,0.1465002,,,
984,4.983,0.0716,0.3567828,,,
985,4.983,0.0716,0.3567828,,,
986,4.983,0.0298,0.1484934,,,
987,4.983,0.0298,0.1484934,,,
988,4.983,0.0718,0.3577794,,,
989,4.984,0.0718,0.3578512,,,
990,4.984,0.03,0.14952,,,
991,4.983,0.03,0.14949,,,
992,4.983,0.0712,0.3547896,,,
993,4.983,0.0712,0.3547896,,,
994,4.983,0.03,0.14949,,,
995,4.983,0.03,0.14949,,,
996,4.983,0.0712,0.3547896,,,
997,4.983,0.0712,0.3547896,,,
998,4.983,0.0307,0.1529781,,,
999,4.983,0.0307,0.1529781,,,
1000,4.983,0.0718,0.3577794,,,
1001,4.983,0.0718,0.3577794,,,
1002,4.983,0.03,0.14949,,,
1003,4.984,0.03,0.14952,,,
1004,4.984,0.086,0.428624,,,
1005,4.983,0.086,0.428538,,,
1006,4.983,0.03,0.14949,,,
1007,4.984,0.03,0.14952,,,
1008,4.984,0.0862,0.4296208,,,
1009,4.983,0.0862,0.4295346,,,
1010,4.983,0.0294,0.1465002,,,
1011,4.982,0.0294,0.1464708,,,
1012,4.982,0.0862,0.4294484,,,
1013,4.983,0.0862,0.4295346,,,
1014,4.983,0.0294,0.1465002,,,
1015,4.983,0.0294,0.1465002,,,
1016,4.983,0.0862,0.4295346,,,
1017,4.984,0.0862,0.4296208,,,
1018,4.984,0.03,0.14952,,,
1019,4.982,0.03,0.14946,,,
1020,4.982,0.0862,0.4294484,,,
1021,4.984,0.0862,0.4296208,,,
1022,4.984,0.03,0.14952,,,
1023,4.982,0.03,0.14946,,,
1024,4.982,0.0852,0.4244664,,,
1025,4.983,0.0852,0.4245516,,,
1026,4.983,0.0302,0.1504866,,,
1027,4.982,0.0302,0.1504564,,,
1028,4.982,0.0854,0.4254628,,,
1029,4.983,0.0854,0.4255482,,,
1030,4.983,0.0302,0.1504866,,,
1031,4.983,0.0302,0.1504866,,,
1032,4.983,0.0566,0.2820378,,,
1033,4.983,0.0566,0.2820378,,,
1034,4.983,0.03,0.14949,,,
1035,4.983,0.03,0.14949,,,
1036,4.983,0.056,0.279048,,,
1037,4.983,0.056,0.279048,,,
1038,4.983,0.03,0.14949,,,
1039,4.983,0.03,0.14949,,,
1040,4.983,0.0558,0.2780514,,,
1041,4.983,0.0558,0.2780514,,,
1042,4.983,0.0311,0.1549713,,,
1043,4.982,0.0311,0.1549402,,,
1044,4.982,0.0556,0.2769992,,,
1045,4.983,0.0556,0.2770548,,,
1046,4.983,0.0294,0.1465002,,,
1047,4.982,0.0294,0.1464708,,,
1048,4.982,0.0552,0.2750064,,,
1049,4.984,0.0552,0.2751168,,,
1050,4.984,0.0298,0.1485232,,,
1051,4.982,0.0298,0.1484636,,,
1052,4.982,0.0552,0.2750064,,,
1053,4.983,0.0552,0.2750616,,,
1054,4.983,0.0302,0.1504866,,,
1055,4.982,0.0302,0.1504564,,,
1056,4.982,0.0542,0.2700244,,,
1057,4.984,0.0542,0.2701328,,,
1058,4.984,0.03,0.14952,,,
1059,4.982,0.03,0.14946,,,
1060,4.982,0.054,0.269028,,,
1061,4.983,0.054,0.269082,,,
1062,4.983,0.03,0.14949,,,
1063,4.982,0.03,0.14946,,,
1064,4.982,0.0337,0.1678934,,,
1065,4.983,0.0337,0.1679271,,,
1066,4.983,0.03,0.14949,,,
1067,4.982,0.03,0.14946,,,
1068,4.982,0.0339,0.1688898,,,
1069,4.983,0.0339,0.1689237,,,
1070,4.983,0.0315,0.1569645,,,
1071,4.982,0.0315,0.156933,,,
1072,4.982,0.0341,0.1698862,,,
1073,4.983,0.0341,0.1699203,,,
1074,4.983,0.0292,0.1455036,,,
1075,4.976,0.0292,0.1452992,,,
1076,4.976,0.0337,0.1676912,,,
1077,4.983,0.0337,0.1679271,,,
1078,4.983,0.0294,0.1465002,,,
1079,4.976,0.0294,0.1462944,,,
1080,4.976,0.0339,0.1686864,,,
1081,4.984,0.0339,0.1689576,,,
1082,4.984,0.0317,0.1579928,,,
1083,4.976,0.0317,0.1577392,,,
1084,4.976,0.0339,0.1686864,,,
1085,4.984,0.0339,0.1689576,,,
1086,4.984,0.0321,0.1599864,,,
1087,4.976,0.0321,0.1597296,,,
1088,4.976,0.0331,0.1647056,,,
1089,4.983,0.0331,0.1649373,,,
1090,4.983,0.0319,0.1589577,,,
1091,4.976,0.0319,0.1587344,,,
1092,4.976,0.0331,0.1647056,,,
1093,4.983,0.0331,0.1649373,,,
1094,4.983,0.0319,0.1589577,,,
1095,4.976,0.0319,0.1587344,,,
1096,4.976,0.0303,0.1507728,,,
1097,4.983,0.0303,0.1509849,,,
1098,4.983,0.0319,0.1589577,,,
1099,4.977,0.0319,0.1587663,,,
1100,4.977,0.0305,0.1517985,,,
1101,4.983,0.0305,0.1519815,,,
1102,4.983,0.0309,0.1539747,,,
1103,4.974,0.0309,0.1536966,,,
1104,4.974,0.0307,0.1527018,,,
1105,4.983,0.0307,0.1529781,,,
1106,4.983,0.0311,0.1549713,,,
1107,4.974,0.0311,0.1546914,,,
1108,4.974,0.0308,0.1531992,,,
1109,4.983,0.0308,0.1534764,,,
1110,4.983,0.0311,0.1549713,,,
1111,4.974,0.0311,0.1546914,,,
1112,4.974,0.0307,0.1527018,,,
1113,4.984,0.0307,0.1530088,,,
1114,4.984,0.0349,0.1739416,,,
1115,4.974,0.0349,0.1735926,,,
1116,4.974,0.0305,0.151707,,,
1117,4.984,0.0305,0.152012,,,
1118,4.984,0.0349,0.1739416,,,
1119,4.974,0.0349,0.1735926,,,
1120,4.974,0.0296,0.1472304,,,
1121,4.984,0.0296,0.1475264,,,
1122,4.984,0.0349,0.1739416,,,
1123,4.974,0.0349,0.1735926,,,
1124,4.974,0.0296,0.1472304,,,
1125,4.983,0.0296,0.1474968,,,
1126,4.983,0.0347,0.1729101,,,
1127,4.975,0.0347,0.1726325,,,
1128,4.975,0.0298,0.148255,,,
1129,4.983,0.0298,0.1484934,,,
1130,4.983,0.0349,0.1739067,,,
1131,4.975,0.0349,0.1736275,,,
1132,4.975,0.03,0.14925,,,
1133,4.983,0.03,0.14949,,,
1134,4.983,0.0343,0.1709169,,,
1135,4.979,0.0343,0.1707797,,,
1136,4.979,0.0305,0.1518595,,,
1137,4.983,0.0305,0.1519815,,,
1138,4.983,0.0341,0.1699203,,,
1139,4.979,0.0341,0.1697839,,,
1140,4.979,0.03,0.14937,,,
1141,4.984,0.03,0.14952,,,
1142,4.984,0.0406,0.2023504,,,
1143,4.979,0.0406,0.2021474,,,
1144,4.979,0.03,0.14937,,,
1145,4.984,0.03,0.14952,,,
1146,4.984,0.0412,0.2053408,,,
1147,4.979,0.0412,0.2051348,,,
1148,4.979,0.0294,0.1463826,,,
1149,4.983,0.0294,0.1465002,,,
1150,4.983,0.0414,0.2062962,,,
1151,4.979,0.0414,0.2061306,,,
1152,4.979,0.0294,0.1463826,,,
1153,4.983,0.0294,0.1465002,,,
1154,4.983,0.0416,0.2072928,,,
1155,4.979,0.0416,0.2071264,,,
1156,4.979,0.0294,0.1463826,,,
1157,4.983,0.0294,0.1465002,,,
1158,4.983,0.0422,0.2102826,,,
1159,4.98,0.0422,0.210156,,,
1160,4.98,0.03,0.1494,,,
1161,4.983,0.03,0.14949,,,
1162,4.983,0.0426,0.2122758,,,
1163,4.981,0.0426,0.2121906,,,
1164,4.981,0.0302,0.1504262,,,
1165,4.981,0.0302,0.1504262,,,
1166,4.981,0.0428,0.2131868,,,
1167,4.978,0.0428,0.2130584,,,
1168,4.978,0.03,0.14934,,,
1169,4.981,0.03,0.14943,,,
1170,4.981,0.0426,0.2121906,,,
1171,4.98,0.0426,0.212148,,,
1172,4.98,0.0302,0.150396,,,
1173,4.982,0.0302,0.1504564,,,
1174,4.982,0.0769,0.3831158,,,
1175,4.981,0.0769,0.3830389,,,
1176,4.981,0.0302,0.1504262,,,
1177,4.984,0.0302,0.1505168,,,
1178,4.984,0.0775,0.38626,,,
1179,4.982,0.0775,0.386105,,,
1180,4.982,0.0294,0.1464708,,,
1181,4.982,0.0294,0.1464708,,,
1182,4.982,0.0775,0.386105,,,
1183,4.982,0.0775,0.386105,,,
1184,4.982,0.0294,0.1464708,,,
1185,4.982,0.0294,0.1464708,,,
1186,4.982,0.0775,0.386105,,,
1187,4.982,0.0775,0.386105,,,
1188,4.982,0.0298,0.1484636,,,
1189,4.982,0.0298,0.1484636,,,
1190,4.982,0.0781,0.3890942,,,
1191,4.983,0.0781,0.3891723,,,
1192,4.983,0.0302,0.1504866,,,
1193,4.982,0.0302,0.1504564,,,
1194,4.982,0.0781,0.3890942,,,
1195,4.983,0.0781,0.3891723,,,
1196,4.983,0.03,0.14949,,,
1197,4.982,0.03,0.14946,,,
1198,4.982,0.0777,0.3871014,,,
1199,4.981,0.0777,0.3870237,,,
1200,4.983,0.0302,0.1504866,,,
1201,4.983,0.0852,0.4245516,,,
1202,4.983,0.0852,0.4245516,,,
1203,4.983,0.0852,0.4245516,,,
1204,4.983,0.0302,0.1504866,,,
1205,4.982,0.0302,0.1504564,,,
1206,4.982,0.0339,0.1688898,,,
1207,4.982,0.0339,0.1688898,,,
1208,4.982,0.0294,0.1464708,,,
1209,4.976,0.0294,0.1462944,,,
1210,4.976,0.0339,0.1686864,,,
1211,4.983,0.0339,0.1689237,,,
1212,4.983,0.0294,0.1465002,,,
1213,4.976,0.0294,0.1462944,,,
1214,4.976,0.0339,0.1686864,,,
1215,4.982,0.0339,0.1688898,,,
1216,4.982,0.0294,0.1464708,,,
1217,4.976,0.0294,0.1462944,,,
1218,4.976,0.0339,0.1686864,,,
1219,4.984,0.0339,0.1689576,,,
1220,4.984,0.0319,0.1589896,,,
1221,4.976,0.0319,0.1587344,,,
1222,4.976,0.0339,0.1686864,,,
1223,4.984,0.0339,0.1689576,,,
1224,4.984,0.0325,0.16198,,,
1225,4.976,0.0325,0.16172,,,
1226,4.976,0.0328,0.1632128,,,
1227,4.983,0.0328,0.1634424,,,
1228,4.983,0.0323,0.1609509,,,
1229,4.975,0.0323,0.1606925,,,
1230,4.975,0.0333,0.1656675,,,
1231,4.983,0.0333,0.1659339,,,
1232,4.983,0.0321,0.1599543,,,
1233,4.977,0.0321,0.1597617,,,
1234,4.977,0.0303,0.1508031,,,
1235,4.983,0.0303,0.1509849,,,
1236,4.983,0.0321,0.1599543,,,
1237,4.977,0.0321,0.1597617,,,
1238,4.977,0.0305,0.1517985,,,
1239,4.983,0.0305,0.1519815,,,
1240,4.983,0.0309,0.1539747,,,
1241,4.974,0.0309,0.1536966,,,
1242,4.974,0.0307,0.1527018,,,
1243,4.983,0.0307,0.1529781,,,
1244,4.983,0.0311,0.1549713,,,
1245,4.974,0.0311,0.1546914,,,
1246,4.974,0.0311,0.1546914,,,
1247,4.982,0.0311,0.1549402,,,
1248,4.982,0.0313,0.1559366,,,
1249,4.974,0.0313,0.1556862,,,
1250,4.974,0.0309,0.1536966,,,
1251,4.983,0.0309,0.1539747,,,
1252,4.983,0.0347,0.1729101,,,
1253,4.974,0.0347,0.1725978,,,
1254,4.974,0.0298,0.1482252,,,
1255,4.983,0.0298,0.1484934,,,
1256,4.983,0.0347,0.1729101,,,
1257,4.974,0.0347,0.1725978,,,
1258,4.974,0.0298,0.1482252,,,
1259,4.983,0.0298,0.1484934,,,
1260,4.983,0.0349,0.1739067,,,
1261,4.974,0.0349,0.1735926,,,
1262,4.974,0.0298,0.1482252,,,
1263,4.983,0.0298,0.1484934,,,
1264,4.983,0.0347,0.1729101,,,
1265,4.975,0.0347,0.1726325,,,
1266,4.975,0.0302,0.150245,,,
1267,4.983,0.0302,0.1504866,,,
1268,4.983,0.0349,0.1739067,,,
1269,4.975,0.0349,0.1736275,,,
1270,4.975,0.03,0.14925,,,
1271,4.984,0.03,0.14952,,,
1272,4.984,0.0341,0.1699544,,,
1273,4.98,0.0341,0.169818,,,
1274,4.98,0.03,0.1494,,,
1275,4.985,0.03,0.14955,,,
1276,4.985,0.0388,0.193418,,,
1277,4.98,0.0388,0.193224,,,
1278,4.98,0.03,0.1494,,,
1279,4.984,0.03,0.14952,,,
1280,4.984,0.039,0.194376,,,
1281,4.979,0.039,0.194181,,,
1282,4.979,0.0302,0.1503658,,,
1283,4.984,0.0302,0.1505168,,,
1284,4.984,0.0392,0.1953728,,,
1285,4.979,0.0392,0.1951768,,,
1286,4.979,0.0294,0.1463826,,,
1287,4.984,0.0294,0.1465296,,,
1288,4.984,0.0394,0.1963696,,,
1289,4.981,0.0394,0.1962514,,,
1290,4.981,0.0315,0.1569015,,,
1291,4.984,0.0315,0.156996,,,
1292,4.984,0.0394,0.1963696,,,
1293,4.981,0.0394,0.1962514,,,
1294,4.981,0.03,0.14943,,,
1295,4.984,0.03,0.14952,,,
1296,4.984,0.0388,0.1933792,,,
1297,4.983,0.0388,0.1933404,,,
1298,4.983,0.0302,0.1504866,,,
1299,4.983,0.0302,0.1504866,,,
1300,4.983,0.039,0.194337,,,
1301,4.983,0.039,0.194337,,,
1302,4.983,0.0302,0.1504866,,,
1303,4.984,0.0302,0.1505168,,,
1304,4.984,0.0392,0.1953728,,,
1305,4.983,0.0392,0.1953336,,,
1306,4.983,0.0302,0.1504866,,,
1307,4.984,0.0302,0.1505168,,,
1308,4.984,0.0736,0.3668224,,,
1309,4.982,0.0736,0.3666752,,,
1310,4.982,0.0302,0.1504564,,,
1311,4.984,0.0302,0.1505168,,,
1312,4.984,0.074,0.368816,,,
1313,4.983,0.074,0.368742,,,
1314,4.983,0.0294,0.1465002,,,
1315,4.983,0.0294,0.1465002,,,
1316,4.983,0.074,0.368742,,,
1317,4.983,0.074,0.368742,,,
1318,4.983,0.0311,0.1549713,,,
1319,4.983,0.0311,0.1549713,,,
1320,4.983,0.0738,0.3677454,,,
1321,4.983,0.0738,0.3677454,,,
1322,4.983,0.0294,0.1465002,,,
1323,4.983,0.0294,0.1465002,,,
1324,4.983,0.0744,0.3707352,,,
1325,4.984,0.0744,0.3708096,,,
1326,4.984,0.0302,0.1505168,,,
1327,4.983,0.0302,0.1504866,,,
1328,4.983,0.074,0.368742,,,
1329,4.983,0.074,0.368742,,,
1330,4.983,0.0302,0.1504866,,,
1331,4.983,0.0302,0.1504866,,,
1332,4.983,0.074,0.368742,,,
1333,4.983,0.074,0.368742,,,
1334,4.983,0.03,0.14949,,,
1335,4.984,0.03,0.14952,,,
1336,4.984,0.0858,0.4276272,,,
1337,4.984,0.0858,0.4276272,,,
1338,4.984,0.0302,0.1505168,,,
1339,4.984,0.0302,0.1505168,,,
1340,4.984,0.086,0.428624,,,
1341,4.983,0.086,0.428538,,,
1342,4.983,0.0294,0.1465002,,,
1343,4.983,0.0294,0.1465002,,,
1344,4.983,0.0862,0.4295346,,,
1345,4.983,0.0862,0.4295346,,,
1346,4.983,0.0294,0.1465002,,,
1347,4.983,0.0294,0.1465002,,,
1348,4.983,0.0862,0.4295346,,,
1349,4.984,0.0862,0.4296208,,,
1350,4.984,0.03,0.14952,,,
1351,4.983,0.03,0.14949,,,
1352,4.983,0.0862,0.4295346,,,
1353,4.984,0.0862,0.4296208,,,
1354,4.984,0.0302,0.1505168,,,
1355,4.983,0.0302,0.1504866,,,
1356,4.983,0.0854,0.4255482,,,
1357,4.984,0.0854,0.4256336,,,
1358,4.984,0.0302,0.1505168,,,
1359,4.983,0.0302,0.1504866,,,
1360,4.983,0.0854,0.4255482,,,
1361,4.984,0.0854,0.4256336,,,
1362,4.984,0.0307,0.1530088,,,
1363,4.984,0.0307,0.1530088,,,
1364,4.984,0.056,0.279104,,,
1365,4.984,0.056,0.279104,,,
1366,4.984,0.0302,0.1505168,,,
1367,4.984,0.0302,0.1505168,,,
1368,4.984,0.0564,0.2810976,,,
1369,4.984,0.0564,0.2810976,,,
1370,4.984,0.0294,0.1465296,,,
1371,4.983,0.0294,0.1465002,,,
1372,4.983,0.056,0.279048,,,
1373,4.983,0.056,0.279048,,,
1374,4.983,0.0294,0.1465002,,,
1375,4.982,0.0294,0.1464708,,,
1376,4.982,0.0558,0.2779956,,,
1377,4.985,0.0558,0.278163,,,
1378,4.985,0.03,0.14955,,,
1379,4.982,0.03,0.14946,,,
1380,4.982,0.0556,0.2769992,,,
1381,4.984,0.0556,0.2771104,,,
1382,4.984,0.0302,0.1505168,,,
1383,4.982,0.0302,0.1504564,,,
1384,4.982,0.0548,0.2730136,,,
1385,4.984,0.0548,0.2731232,,,
1386,4.984,0.03,0.14952,,,
1387,4.982,0.03,0.14946,,,
1388,4.982,0.0546,0.2720172,,,
1389,4.984,0.0546,0.2721264,,,
1390,4.984,0.0302,0.1505168,,,
1391,4.983,0.0302,0.1504866,,,
1392,4.983,0.0339,0.1689237,,,
1393,4.984,0.0339,0.1689576,,,
1394,4.984,0.0302,0.1505168,,,
1395,4.983,0.0302,0.1504866,,,
1396,4.983,0.0343,0.1709169,,,
1397,4.983,0.0343,0.1709169,,,
1398,4.983,0.0302,0.1504866,,,
1399,4.983,0.0302,0.1504866,,,
1400,4.983,0.0341,0.1699203,,,
1401,4.984,0.0341,0.1699544,,,
1402,4.984,0.0294,0.1465296,,,
1403,4.977,0.0294,0.1463238,,,
1404,4.977,0.0341,0.1697157,,,
1405,4.984,0.0341,0.1699544,,,
1406,4.984,0.0296,0.1475264,,,
1407,4.977,0.0296,0.1473192,,,
1408,4.977,0.0341,0.1697157,,,
