Read times,Voltage(V),Current(A),Power (W),,,
15597,4.987,0.0862,0.4298794,,,
15598,4.986,0.0862,0.4297932,,,
15599,4.986,0.0302,0.1505772,,,
15600,4.987,0.0302,0.1506074,,,
15601,4.987,0.0864,0.4308768,,,
15602,4.986,0.0864,0.4307904,,,
15603,4.986,0.0296,0.1475856,,,
15604,4.986,0.0296,0.1475856,,,
15605,4.986,0.0864,0.4307904,,,
15606,4.986,0.0864,0.4307904,,,
15607,4.986,0.0296,0.1475856,,,
15608,4.985,0.0296,0.147556,,,
15609,4.985,0.0862,0.429707,,,
15610,4.987,0.0862,0.4298794,,,
15611,4.987,0.03,0.14961,,,
15612,4.985,0.03,0.14955,,,
15613,4.985,0.0866,0.431701,,,
15614,4.987,0.0866,0.4318742,,,
15615,4.987,0.0302,0.1506074,,,
15616,4.985,0.0302,0.150547,,,
15617,4.985,0.0856,0.426716,,,
15618,4.986,0.0856,0.4268016,,,
15619,4.986,0.0302,0.1505772,,,
15620,4.985,0.0302,0.150547,,,
15621,4.985,0.0854,0.425719,,,
15622,4.986,0.0854,0.4258044,,,
15623,4.986,0.0302,0.1505772,,,
15624,4.985,0.0302,0.150547,,,
15625,4.985,0.0858,0.427713,,,
15626,4.986,0.0858,0.4277988,,,
15627,4.986,0.0303,0.1510758,,,
15628,4.986,0.0303,0.1510758,,,
15629,4.986,0.0592,0.2951712,,,
15630,4.986,0.0592,0.2951712,,,
15631,4.986,0.0296,0.1475856,,,
15632,4.985,0.0296,0.147556,,,
15633,4.985,0.0592,0.295112,,,
15634,4.986,0.0592,0.2951712,,,
15635,4.986,0.0309,0.1540674,,,
15636,4.985,0.0309,0.1540365,,,
15637,4.985,0.0594,0.296109,,,
15638,4.987,0.0594,0.2962278,,,
15639,4.987,0.03,0.14961,,,
15640,4.985,0.03,0.14955,,,
15641,4.985,0.0592,0.295112,,,
15642,4.987,0.0592,0.2952304,,,
15643,4.987,0.0302,0.1506074,,,
15644,4.985,0.0302,0.150547,,,
15645,4.985,0.0586,0.292121,,,
15646,4.986,0.0586,0.2921796,,,
15647,4.986,0.0303,0.1510758,,,
15648,4.985,0.0303,0.1510455,,,
15649,4.985,0.0584,0.291124,,,
15650,4.986,0.0584,0.2911824,,,
15651,4.986,0.0302,0.1505772,,,
15652,4.986,0.0302,0.1505772,,,
15653,4.986,0.0345,0.172017,,,
15654,4.986,0.0345,0.172017,,,
15655,4.986,0.0302,0.1505772,,,
15656,4.986,0.0302,0.1505772,,,
15657,4.986,0.0347,0.1730142,,,
15658,4.986,0.0347,0.1730142,,,
15659,4.986,0.0296,0.1475856,,,
15660,4.981,0.0296,0.1474376,,,
15661,4.981,0.0347,0.1728407,,,
15662,4.986,0.0347,0.1730142,,,
15663,4.986,0.0294,0.1465884,,,
15664,4.981,0.0294,0.1464414,,,
15665,4.981,0.0345,0.1718445,,,
15666,4.986,0.0345,0.172017,,,
15667,4.986,0.0296,0.1475856,,,
15668,4.981,0.0296,0.1474376,,,
15669,4.981,0.0347,0.1728407,,,
15670,4.987,0.0347,0.1730489,,,
15671,4.987,0.0315,0.1570905,,,
15672,4.981,0.0315,0.1569015,,,
15673,4.981,0.0347,0.1728407,,,
15674,4.987,0.0347,0.1730489,,,
15675,4.987,0.0315,0.1570905,,,
15676,4.981,0.0315,0.1569015,,,
15677,4.981,0.0339,0.1688559,,,
15678,4.986,0.0339,0.1690254,,,
15679,4.986,0.0315,0.157059,,,
15680,4.981,0.0315,0.1569015,,,
15681,4.981,0.0313,0.1559053,,,
15682,4.986,0.0313,0.1560618,,,
15683,4.986,0.0314,0.1565604,,,
15684,4.981,0.0314,0.1564034,,,
15685,4.981,0.0313,0.1559053,,,
15686,4.986,0.0313,0.1560618,,,
15687,4.986,0.0314,0.1565604,,,
15688,4.981,0.0314,0.1564034,,,
15689,4.981,0.0312,0.1554072,,,
15690,4.986,0.0312,0.1555632,,,
15691,4.986,0.031,0.154566,,,
15692,4.978,0.031,0.154318,,,
15693,4.978,0.0311,0.1548158,,,
15694,4.986,0.0311,0.1550646,,,
15695,4.986,0.031,0.154566,,,
15696,4.978,0.031,0.154318,,,
15697,4.978,0.0311,0.1548158,,,
15698,4.987,0.0311,0.1550957,,,
15699,4.987,0.0347,0.1730489,,,
15700,4.978,0.0347,0.1727366,,,
15701,4.978,0.0305,0.151829,,,
15702,4.986,0.0305,0.152073,,,
15703,4.986,0.0347,0.1730142,,,
15704,4.978,0.0347,0.1727366,,,
15705,4.978,0.0305,0.151829,,,
15706,4.986,0.0305,0.152073,,,
15707,4.986,0.0349,0.1740114,,,
15708,4.978,0.0349,0.1737322,,,
15709,4.978,0.0305,0.151829,,,
15710,4.986,0.0305,0.152073,,,
15711,4.986,0.0347,0.1730142,,,
15712,4.979,0.0347,0.1727713,,,
15713,4.979,0.0302,0.1503658,,,
15714,4.986,0.0302,0.1505772,,,
15715,4.986,0.0349,0.1740114,,,
15716,4.979,0.0349,0.1737671,,,
15717,4.979,0.0302,0.1503658,,,
15718,4.986,0.0302,0.1505772,,,
15719,4.986,0.0343,0.1710198,,,
15720,4.982,0.0343,0.1708826,,,
15721,4.982,0.0303,0.1509546,,,
15722,4.986,0.0303,0.1510758,,,
15723,4.986,0.0341,0.1700226,,,
15724,4.981,0.0341,0.1698521,,,
15725,4.981,0.0302,0.1504262,,,
15726,4.987,0.0302,0.1506074,,,
15727,4.987,0.0355,0.1770385,,,
15728,4.982,0.0355,0.176861,,,
15729,4.982,0.0307,0.1529474,,,
15730,4.987,0.0307,0.1531009,,,
15731,4.987,0.0357,0.1780359,,,
15732,4.981,0.0357,0.1778217,,,
15733,4.981,0.0296,0.1474376,,,
15734,4.986,0.0296,0.1475856,,,
15735,4.986,0.0359,0.1789974,,,
15736,4.982,0.0359,0.1788538,,,
15737,4.982,0.03,0.14946,,,
15738,4.986,0.03,0.14958,,,
15739,4.986,0.0361,0.1799946,,,
15740,4.982,0.0361,0.1798502,,,
15741,4.982,0.0302,0.1504564,,,
15742,4.986,0.0302,0.1505772,,,
15743,4.986,0.0353,0.1760058,,,
15744,4.985,0.0353,0.1759705,,,
15745,4.985,0.0302,0.150547,,,
15746,4.986,0.0302,0.1505772,,,
15747,4.986,0.0355,0.177003,,,
15748,4.985,0.0355,0.1769675,,,
15749,4.985,0.0303,0.1510455,,,
15750,4.987,0.0303,0.1511061,,,
15751,4.987,0.0673,0.3356251,,,
15752,4.985,0.0673,0.3354905,,,
15753,4.985,0.0302,0.150547,,,
15754,4.987,0.0302,0.1506074,,,
15755,4.987,0.0677,0.3376199,,,
15756,4.985,0.0677,0.3374845,,,
15757,4.985,0.0296,0.147556,,,
15758,4.986,0.0296,0.1475856,,,
15759,4.986,0.0681,0.3395466,,,
15760,4.985,0.0681,0.3394785,,,
15761,4.985,0.0296,0.147556,,,
15762,4.986,0.0296,0.1475856,,,
15763,4.986,0.0681,0.3395466,,,
15764,4.985,0.0681,0.3394785,,,
15765,4.985,0.0294,0.146559,,,
15766,4.986,0.0294,0.1465884,,,
15767,4.986,0.0683,0.3405438,,,
15768,4.986,0.0683,0.3405438,,,
15769,4.986,0.03,0.14958,,,
15770,4.986,0.03,0.14958,,,
15771,4.986,0.0683,0.3405438,,,
15772,4.986,0.0683,0.3405438,,,
15773,4.986,0.0319,0.1590534,,,
15774,4.986,0.0319,0.1590534,,,
15775,4.986,0.0677,0.3375522,,,
15776,4.986,0.0677,0.3375522,,,
15777,4.986,0.0303,0.1510758,,,
15778,4.986,0.0303,0.1510758,,,
15779,4.986,0.0681,0.3395466,,,
15780,4.986,0.0681,0.3395466,,,
15781,4.986,0.0302,0.1505772,,,
15782,4.987,0.0302,0.1506074,,,
15783,4.987,0.0866,0.4318742,,,
15784,4.986,0.0866,0.4317876,,,
15785,4.986,0.0302,0.1505772,,,
15786,4.987,0.0302,0.1506074,,,
15787,4.987,0.0866,0.4318742,,,
15788,4.986,0.0866,0.4317876,,,
15789,4.986,0.0296,0.1475856,,,
15790,4.986,0.0296,0.1475856,,,
15791,4.986,0.0866,0.4317876,,,
15792,4.986,0.0866,0.4317876,,,
15793,4.986,0.0296,0.1475856,,,
15794,4.985,0.0296,0.147556,,,
15795,4.985,0.0862,0.429707,,,
15796,4.987,0.0862,0.4298794,,,
15797,4.987,0.03,0.14961,,,
15798,4.986,0.03,0.14958,,,
15799,4.986,0.0866,0.4317876,,,
15800,4.987,0.0866,0.4318742,,,
15801,4.987,0.0302,0.1506074,,,
15802,4.985,0.0302,0.150547,,,
15803,4.985,0.0858,0.427713,,,
15804,4.986,0.0858,0.4277988,,,
15805,4.986,0.0302,0.1505772,,,
15806,4.985,0.0302,0.150547,,,
15807,4.985,0.0858,0.427713,,,
15808,4.986,0.0858,0.4277988,,,
15809,4.986,0.0302,0.1505772,,,
15810,4.985,0.0302,0.150547,,,
15811,4.985,0.0856,0.426716,,,
15812,4.986,0.0856,0.4268016,,,
15813,4.986,0.0302,0.1505772,,,
15814,4.986,0.0302,0.1505772,,,
15815,4.986,0.0607,0.3026502,,,
15816,4.986,0.0607,0.3026502,,,
15817,4.986,0.0296,0.1475856,,,
15818,4.986,0.0296,0.1475856,,,
15819,4.986,0.0607,0.3026502,,,
15820,4.986,0.0607,0.3026502,,,
15821,4.986,0.0294,0.1465884,,,
15822,4.985,0.0294,0.146559,,,
15823,4.985,0.0606,0.302091,,,
15824,4.987,0.0606,0.3022122,,,
15825,4.987,0.0298,0.1486126,,,
15826,4.985,0.0298,0.148553,,,
15827,4.985,0.0604,0.301094,,,
15828,4.987,0.0604,0.3012148,,,
15829,4.987,0.0302,0.1506074,,,
15830,4.985,0.0302,0.150547,,,
15831,4.985,0.0592,0.295112,,,
15832,4.986,0.0592,0.2951712,,,
15833,4.986,0.0302,0.1505772,,,
15834,4.985,0.0302,0.150547,,,
15835,4.985,0.059,0.294115,,,
15836,4.986,0.059,0.294174,,,
15837,4.986,0.0302,0.1505772,,,
15838,4.986,0.0302,0.1505772,,,
15839,4.986,0.0345,0.172017,,,
15840,4.986,0.0345,0.172017,,,
15841,4.986,0.0302,0.1505772,,,
15842,4.986,0.0302,0.1505772,,,
15843,4.986,0.0345,0.172017,,,
15844,4.986,0.0345,0.172017,,,
15845,4.986,0.03,0.14958,,,
15846,4.981,0.03,0.14943,,,
15847,4.981,0.0345,0.1718445,,,
15848,4.986,0.0345,0.172017,,,
15849,4.986,0.0296,0.1475856,,,
15850,4.98,0.0296,0.147408,,,
15851,4.98,0.0345,0.17181,,,
15852,4.987,0.0345,0.1720515,,,
15853,4.987,0.0313,0.1560931,,,
15854,4.981,0.0313,0.1559053,,,
15855,4.981,0.0345,0.1718445,,,
15856,4.987,0.0345,0.1720515,,,
15857,4.987,0.0315,0.1570905,,,
15858,4.981,0.0315,0.1569015,,,
15859,4.981,0.0339,0.1688559,,,
15860,4.986,0.0339,0.1690254,,,
15861,4.986,0.0313,0.1560618,,,
15862,4.981,0.0313,0.1559053,,,
15863,4.981,0.0337,0.1678597,,,
15864,4.986,0.0337,0.1680282,,,
15865,4.986,0.0315,0.157059,,,
15866,4.981,0.0315,0.1569015,,,
15867,4.981,0.0316,0.1573996,,,
15868,4.986,0.0316,0.1575576,,,
15869,4.986,0.0315,0.157059,,,
15870,4.981,0.0315,0.1569015,,,
15871,4.981,0.0312,0.1554072,,,
15872,4.986,0.0312,0.1555632,,,
15873,4.986,0.0309,0.1540674,,,
15874,4.978,0.0309,0.1538202,,,
15875,4.978,0.031,0.154318,,,
15876,4.986,0.031,0.154566,,,
15877,4.986,0.0308,0.1535688,,,
15878,4.978,0.0308,0.1533224,,,
15879,4.978,0.0309,0.1538202,,,
15880,4.986,0.0309,0.1540674,,,
15881,4.986,0.0308,0.1535688,,,
15882,4.978,0.0308,0.1533224,,,
15883,4.978,0.0309,0.1538202,,,
15884,4.987,0.0309,0.1540983,,,
15885,4.987,0.0347,0.1730489,,,
15886,4.978,0.0347,0.1727366,,,
15887,4.978,0.0303,0.1508334,,,
15888,4.986,0.0303,0.1510758,,,
15889,4.986,0.0347,0.1730142,,,
15890,4.978,0.0347,0.1727366,,,
15891,4.978,0.0305,0.151829,,,
15892,4.986,0.0305,0.152073,,,
15893,4.986,0.0347,0.1730142,,,
15894,4.978,0.0347,0.1727366,,,
15895,4.978,0.0305,0.151829,,,
15896,4.986,0.0305,0.152073,,,
15897,4.986,0.0347,0.1730142,,,
15898,4.979,0.0347,0.1727713,,,
15899,4.979,0.0302,0.1503658,,,
15900,4.986,0.0302,0.1505772,,,
15901,4.986,0.0347,0.1730142,,,
15902,4.979,0.0347,0.1727713,,,
15903,4.979,0.0302,0.1503658,,,
15904,4.986,0.0302,0.1505772,,,
15905,4.986,0.0339,0.1690254,,,
15906,4.981,0.0339,0.1688559,,,
15907,4.981,0.0302,0.1504262,,,
15908,4.986,0.0302,0.1505772,,,
15909,4.986,0.0339,0.1690254,,,
15910,4.981,0.0339,0.1688559,,,
15911,4.981,0.0303,0.1509243,,,
15912,4.987,0.0303,0.1511061,,,
15913,4.987,0.0349,0.1740463,,,
15914,4.981,0.0349,0.1738369,,,
15915,4.981,0.0294,0.1464414,,,
15916,4.987,0.0294,0.1466178,,,
15917,4.987,0.0351,0.1750437,,,
15918,4.981,0.0351,0.1748331,,,
15919,4.981,0.0294,0.1464414,,,
15920,4.986,0.0294,0.1465884,,,
15921,4.986,0.0351,0.1750086,,,
15922,4.981,0.0351,0.1748331,,,
15923,4.981,0.0294,0.1464414,,,
15924,4.986,0.0294,0.1465884,,,
15925,4.986,0.0351,0.1750086,,,
15926,4.982,0.0351,0.1748682,,,
15927,4.982,0.0298,0.1484636,,,
15928,4.986,0.0298,0.1485828,,,
15929,4.986,0.0353,0.1760058,,,
15930,4.982,0.0353,0.1758646,,,
15931,4.982,0.0302,0.1504564,,,
15932,4.986,0.0302,0.1505772,,,
15933,4.986,0.0343,0.1710198,,,
15934,4.986,0.0343,0.1710198,,,
15935,4.986,0.0302,0.1505772,,,
15936,4.987,0.0302,0.1506074,,,
15937,4.987,0.0635,0.3166745,,,
15938,4.985,0.0635,0.3165475,,,
15939,4.985,0.0303,0.1510455,,,
15940,4.987,0.0303,0.1511061,,,
15941,4.987,0.0633,0.3156771,,,
15942,4.985,0.0633,0.3155505,,,
15943,4.985,0.0294,0.146559,,,
15944,4.987,0.0294,0.1466178,,,
15945,4.987,0.0639,0.3186693,,,
15946,4.986,0.0639,0.3186054,,,
15947,4.986,0.0294,0.1465884,,,
15948,4.986,0.0294,0.1465884,,,
15949,4.986,0.0639,0.3186054,,,
15950,4.986,0.0639,0.3186054,,,
15951,4.986,0.03,0.14958,,,
15952,4.986,0.03,0.14958,,,
15953,4.986,0.0639,0.3186054,,,
15954,4.986,0.0639,0.3186054,,,
15955,4.986,0.03,0.14958,,,
15956,4.986,0.03,0.14958,,,
15957,4.986,0.0639,0.3186054,,,
15958,4.986,0.0639,0.3186054,,,
15959,4.986,0.0302,0.1505772,,,
15960,4.986,0.0302,0.1505772,,,
15961,4.986,0.0633,0.3156138,,,
15962,4.986,0.0633,0.3156138,,,
15963,4.986,0.0302,0.1505772,,,
15964,4.987,0.0302,0.1506074,,,
15965,4.987,0.0864,0.4308768,,,
15966,4.986,0.0864,0.4307904,,,
15967,4.986,0.0302,0.1505772,,,
15968,4.987,0.0302,0.1506074,,,
15969,4.987,0.0864,0.4308768,,,
15970,4.986,0.0864,0.4307904,,,
15971,4.986,0.0302,0.1505772,,,
15972,4.987,0.0302,0.1506074,,,
15973,4.987,0.0864,0.4308768,,,
15974,4.986,0.0864,0.4307904,,,
15975,4.986,0.0296,0.1475856,,,
15976,4.986,0.0296,0.1475856,,,
15977,4.986,0.0866,0.4317876,,,
15978,4.986,0.0866,0.4317876,,,
15979,4.986,0.0294,0.1465884,,,
15980,4.985,0.0294,0.146559,,,
15981,4.985,0.0868,0.432698,,,
15982,4.987,0.0868,0.4328716,,,
15983,4.987,0.0307,0.1531009,,,
15984,4.985,0.0307,0.1530395,,,
15985,4.985,0.0866,0.431701,,,
15986,4.987,0.0866,0.4318742,,,
15987,4.987,0.0302,0.1506074,,,
15988,4.985,0.0302,0.150547,,,
15989,4.985,0.086,0.42871,,,
15990,4.986,0.086,0.428796,,,
15991,4.986,0.0302,0.1505772,,,
15992,4.985,0.0302,0.150547,,,
15993,4.985,0.086,0.42871,,,
15994,4.986,0.086,0.428796,,,
15995,4.986,0.0302,0.1505772,,,
15996,4.986,0.0302,0.1505772,,,
15997,4.986,0.0659,0.3285774,,,
15998,4.986,0.0659,0.3285774,,,
15999,4.986,0.0302,0.1505772,,,
16000,4.986,0.0302,0.1505772,,,
16001,4.986,0.0659,0.3285774,,,
16002,4.986,0.0659,0.3285774,,,
16003,4.986,0.0294,0.1465884,,,
16004,4.986,0.0294,0.1465884,,,
16005,4.986,0.0659,0.3285774,,,
16006,4.986,0.0659,0.3285774,,,
16007,4.986,0.0294,0.1465884,,,
16008,4.985,0.0294,0.146559,,,
16009,4.985,0.0655,0.3265175,,,
16010,4.987,0.0655,0.3266485,,,
16011,4.987,0.0302,0.1506074,,,
16012,4.985,0.0302,0.150547,,,
16013,4.985,0.0653,0.3255205,,,
16014,4.987,0.0653,0.3256511,,,
16015,4.987,0.0302,0.1506074,,,
16016,4.985,0.0302,0.150547,,,
16017,4.985,0.0645,0.3215325,,,
16018,4.986,0.0645,0.321597,,,
16019,4.986,0.03,0.14958,,,
16020,4.985,0.03,0.14955,,,
16021,4.985,0.0643,0.3205355,,,
16022,4.986,0.0643,0.3205998,,,
16023,4.986,0.0302,0.1505772,,,
16024,4.986,0.0302,0.1505772,,,
16025,4.986,0.0351,0.1750086,,,
16026,4.986,0.0351,0.1750086,,,
16027,4.986,0.0302,0.1505772,,,
16028,4.986,0.0302,0.1505772,,,
16029,4.986,0.0353,0.1760058,,,
16030,4.986,0.0353,0.1760058,,,
16031,4.986,0.0294,0.1465884,,,
16032,4.981,0.0294,0.1464414,,,
16033,4.981,0.0351,0.1748331,,,
16034,4.986,0.0351,0.1750086,,,
16035,4.986,0.0296,0.1475856,,,
16036,4.982,0.0296,0.1474672,,,
16037,4.982,0.0353,0.1758646,,,
16038,4.987,0.0353,0.1760411,,,
16039,4.987,0.0307,0.1531009,,,
16040,4.982,0.0307,0.1529474,,,
16041,4.982,0.0351,0.1748682,,,
16042,4.987,0.0351,0.1750437,,,
16043,4.987,0.0307,0.1531009,,,
16044,4.982,0.0307,0.1529474,,,
16045,4.982,0.0347,0.1728754,,,
16046,4.986,0.0347,0.1730142,,,
16047,4.986,0.0309,0.1540674,,,
16048,4.982,0.0309,0.1539438,,,
16049,4.982,0.0335,0.166897,,,
16050,4.986,0.0335,0.167031,,,
16051,4.986,0.0309,0.1540674,,,
16052,4.982,0.0309,0.1539438,,,
16053,4.982,0.0319,0.1589258,,,
16054,4.986,0.0319,0.1590534,,,
16055,4.986,0.0303,0.1510758,,,
16056,4.978,0.0303,0.1508334,,,
16057,4.978,0.0319,0.1587982,,,
16058,4.986,0.0319,0.1590534,,,
16059,4.986,0.0302,0.1505772,,,
16060,4.978,0.0302,0.1503356,,,
16061,4.978,0.0319,0.1587982,,,
16062,4.986,0.0319,0.1590534,,,
16063,4.986,0.0302,0.1505772,,,
16064,4.978,0.0302,0.1503356,,,
16065,4.978,0.0319,0.1587982,,,
16066,4.987,0.0319,0.1590853,,,
16067,4.987,0.0339,0.1690593,,,
16068,4.978,0.0339,0.1687542,,,
16069,4.978,0.0319,0.1587982,,,
16070,4.987,0.0319,0.1590853,,,
16071,4.987,0.0339,0.1690593,,,
16072,4.978,0.0339,0.1687542,,,
16073,4.978,0.0311,0.1548158,,,
16074,4.986,0.0311,0.1550646,,,
16075,4.986,0.0339,0.1690254,,,
16076,4.978,0.0339,0.1687542,,,
16077,4.978,0.0327,0.1627806,,,
16078,4.986,0.0327,0.1630422,,,
16079,4.986,0.0341,0.1700226,,,
16080,4.979,0.0341,0.1697839,,,
16081,4.979,0.0302,0.1503658,,,
16082,4.986,0.0302,0.1505772,,,
16083,4.986,0.0341,0.1700226,,,
16084,4.979,0.0341,0.1697839,,,
16085,4.979,0.03,0.14937,,,
16086,4.986,0.03,0.14958,,,
16087,4.986,0.0333,0.1660338,,,
16088,4.981,0.0333,0.1658673,,,
16089,4.981,0.03,0.14943,,,
16090,4.987,0.03,0.14961,,,
16091,4.987,0.0347,0.1730489,,,
16092,4.981,0.0347,0.1728407,,,
16093,4.981,0.0302,0.1504262,,,
16094,4.987,0.0302,0.1506074,,,
16095,4.987,0.0349,0.1740463,,,
16096,4.981,0.0349,0.1738369,,,
16097,4.981,0.0296,0.1474376,,,
16098,4.987,0.0296,0.1476152,,,
16099,4.987,0.0349,0.1740463,,,
16100,4.981,0.0349,0.1738369,,,
16101,4.981,0.0294,0.1464414,,,
16102,4.986,0.0294,0.1465884,,,
16103,4.986,0.0349,0.1740114,,,
16104,4.981,0.0349,0.1738369,,,
16105,4.981,0.03,0.14943,,,
16106,4.986,0.03,0.14958,,,
16107,4.986,0.0351,0.1750086,,,
16108,4.982,0.0351,0.1748682,,,
16109,4.982,0.0302,0.1504564,,,
16110,4.986,0.0302,0.1505772,,,
16111,4.986,0.0343,0.1710198,,,
16112,4.985,0.0343,0.1709855,,,
16113,4.985,0.03,0.14955,,,
16114,4.986,0.03,0.14958,,,
16115,4.986,0.0343,0.1710198,,,
16116,4.985,0.0343,0.1709855,,,
16117,4.985,0.0302,0.150547,,,
16118,4.987,0.0302,0.1506074,,,
16119,4.987,0.0604,0.3012148,,,
16120,4.985,0.0604,0.301094,,,
16121,4.985,0.0307,0.1530395,,,
16122,4.987,0.0307,0.1531009,,,
16123,4.987,0.0607,0.3027109,,,
16124,4.985,0.0607,0.3025895,,,
16125,4.985,0.03,0.14955,,,
16126,4.987,0.03,0.14961,,,
16127,4.987,0.0607,0.3027109,,,
16128,4.985,0.0607,0.3025895,,,
16129,4.985,0.0294,0.146559,,,
16130,4.986,0.0294,0.1465884,,,
16131,4.986,0.0611,0.3046446,,,
16132,4.985,0.0611,0.3045835,,,
16133,4.985,0.0296,0.147556,,,
16134,4.986,0.0296,0.1475856,,,
16135,4.986,0.0611,0.3046446,,,
16136,4.986,0.0611,0.3046446,,,
16137,4.986,0.0302,0.1505772,,,
16138,4.986,0.0302,0.1505772,,,
16139,4.986,0.0613,0.3056418,,,
16140,4.986,0.0613,0.3056418,,,
16141,4.986,0.0302,0.1505772,,,
16142,4.986,0.0302,0.1505772,,,
16143,4.986,0.0609,0.3036474,,,
16144,4.985,0.0609,0.3035865,,,
16145,4.985,0.0302,0.150547,,,
16146,4.986,0.0302,0.1505772,,,
16147,4.986,0.0613,0.3056418,,,
16148,4.986,0.0613,0.3056418,,,
16149,4.986,0.0302,0.1505772,,,
16150,4.987,0.0302,0.1506074,,,
16151,4.987,0.0864,0.4308768,,,
16152,4.986,0.0864,0.4307904,,,
16153,4.986,0.0302,0.1505772,,,
16154,4.987,0.0302,0.1506074,,,
16155,4.987,0.0862,0.4298794,,,
16156,4.985,0.0862,0.429707,,,
16157,4.985,0.0296,0.147556,,,
16158,4.985,0.0296,0.147556,,,
16159,4.985,0.0866,0.431701,,,
16160,4.987,0.0866,0.4318742,,,
16161,4.987,0.03,0.14961,,,
16162,4.985,0.03,0.14955,,,
16163,4.985,0.0866,0.431701,,,
16164,4.986,0.0866,0.4317876,,,
16165,4.986,0.0307,0.1530702,,,
16166,4.985,0.0307,0.1530395,,,
16167,4.985,0.0858,0.427713,,,
16168,4.986,0.0858,0.4277988,,,
16169,4.986,0.0302,0.1505772,,,
16170,4.985,0.0302,0.150547,,,
16171,4.985,0.086,0.42871,,,
16172,4.986,0.086,0.428796,,,
16173,4.986,0.0302,0.1505772,,,
16174,4.985,0.0302,0.150547,,,
16175,4.985,0.086,0.42871,,,
16176,4.986,0.086,0.428796,,,
16177,4.986,0.0303,0.1510758,,,
16178,4.986,0.0303,0.1510758,,,
16179,4.986,0.0665,0.331569,,,
16180,4.986,0.0665,0.331569,,,
16181,4.986,0.0296,0.1475856,,,
16182,4.986,0.0296,0.1475856,,,
16183,4.986,0.0665,0.331569,,,
16184,4.986,0.0665,0.331569,,,
16185,4.986,0.0294,0.1465884,,,
16186,4.986,0.0294,0.1465884,,,
16187,4.986,0.0661,0.3295746,,,
16188,4.986,0.0661,0.3295746,,,
16189,4.986,0.0294,0.1465884,,,
16190,4.985,0.0294,0.146559,,,
16191,4.985,0.0661,0.3295085,,,
16192,4.987,0.0661,0.3296407,,,
16193,4.987,0.03,0.14961,,,
16194,4.985,0.03,0.14955,,,
16195,4.985,0.0659,0.3285115,,,
16196,4.987,0.0659,0.3286433,,,
16197,4.987,0.0302,0.1506074,,,
16198,4.985,0.0302,0.150547,,,
16199,4.985,0.0651,0.3245235,,,
16200,4.986,0.0651,0.3245886,,,
16201,4.986,0.03,0.14958,,,
16202,4.986,0.03,0.14958,,,
16203,4.986,0.0349,0.1740114,,,
16204,4.986,0.0349,0.1740114,,,
16205,4.986,0.03,0.14958,,,
16206,4.986,0.03,0.14958,,,
16207,4.986,0.0351,0.1750086,,,
16208,4.986,0.0351,0.1750086,,,
16209,4.986,0.0294,0.1465884,,,
16210,4.982,0.0294,0.1464708,,,
16211,4.982,0.0353,0.1758646,,,
16212,4.986,0.0353,0.1760058,,,
16213,4.986,0.0296,0.1475856,,,
16214,4.982,0.0296,0.1474672,,,
16215,4.982,0.0365,0.181843,,,
16216,4.986,0.0365,0.181989,,,
16217,4.986,0.0296,0.1475856,,,
16218,4.981,0.0296,0.1474376,,,
16219,4.981,0.0353,0.1758293,,,
16220,4.987,0.0353,0.1760411,,,
16221,4.987,0.0309,0.1540983,,,
16222,4.981,0.0309,0.1539129,,,
16223,4.981,0.0353,0.1758293,,,
16224,4.987,0.0353,0.1760411,,,
16225,4.987,0.0309,0.1540983,,,
16226,4.981,0.0309,0.1539129,,,
16227,4.981,0.0343,0.1708483,,,
16228,4.986,0.0343,0.1710198,,,
16229,4.986,0.0309,0.1540674,,,
16230,4.982,0.0309,0.1539438,,,
16231,4.982,0.0345,0.171879,,,
16232,4.986,0.0345,0.172017,,,
16233,4.986,0.0311,0.1550646,,,
16234,4.982,0.0311,0.1549402,,,
16235,4.982,0.0313,0.1559366,,,
16236,4.986,0.0313,0.1560618,,,
16237,4.986,0.031,0.154566,,,
16238,4.978,0.031,0.154318,,,
16239,4.978,0.0313,0.1558114,,,
16240,4.986,0.0313,0.1560618,,,
16241,4.986,0.0303,0.1510758,,,
16242,4.978,0.0303,0.1508334,,,
16243,4.978,0.0315,0.156807,,,
16244,4.986,0.0315,0.157059,,,
16245,4.986,0.0303,0.1510758,,,
16246,4.978,0.0303,0.1508334,,,
16247,4.978,0.0315,0.156807,,,
16248,4.987,0.0315,0.1570905,,,
16249,4.987,0.0341,0.1700567,,,
16250,4.978,0.0341,0.1697498,,,
16251,4.978,0.0315,0.156807,,,
16252,4.987,0.0315,0.1570905,,,
16253,4.987,0.0343,0.1710541,,,
16254,4.978,0.0343,0.1707454,,,
16255,4.978,0.0309,0.1538202,,,
16256,4.986,0.0309,0.1540674,,,
16257,4.986,0.0341,0.1700226,,,
16258,4.978,0.0341,0.1697498,,,
16259,4.978,0.0309,0.1538202,,,
16260,4.986,0.0309,0.1540674,,,
16261,4.986,0.0343,0.1710198,,,
16262,4.979,0.0343,0.1707797,,,
16263,4.979,0.0302,0.1503658,,,
16264,4.986,0.0302,0.1505772,,,
16265,4.986,0.0337,0.1680282,,,
16266,4.981,0.0337,0.1678597,,,
16267,4.981,0.0302,0.1504262,,,
16268,4.986,0.0302,0.1505772,,,
16269,4.986,0.0337,0.1680282,,,
16270,4.981,0.0337,0.1678597,,,
16271,4.981,0.03,0.14943,,,
